,Id,Gender,Customer_type,Age,Type_of_travel,Class,Flight_distance,Inflight_wifi_service,Departure/arrival_time_convenient,Ease_of_online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On-board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_delay_in_minutes,Arrival_delay_in_minutes,Satisfaction,Is_delayed,Age_group
1901,4602,Male,Loyal customer,39,Personal travel,Eco plus,416,5,1,5,3,3,5,4,3,2,1,4,4,4,3,0.0,0.0,Satisfied,0,Adult
1902,26717,Female,Loyal customer,69,Personal travel,Eco,581,1,5,1,2,4,4,4,2,2,1,4,3,2,3,0.0,0.0,Neutral or dissatisfied,0,Senior
1903,20540,Male,Loyal customer,57,Business travel,Business,533,2,4,4,4,5,2,3,2,2,2,2,2,2,4,29.0,15.0,Neutral or dissatisfied,1,Middle Age
1904,55404,Male,Loyal customer,30,Business travel,Business,1290,2,2,2,2,5,5,5,5,5,5,4,4,5,5,0.0,0.0,Satisfied,0,Adult
1905,56042,Male,Loyal customer,27,Business travel,Eco,2586,3,4,4,4,3,3,3,3,4,2,4,3,1,3,20.0,6.0,Neutral or dissatisfied,1,Adult
1906,109100,Female,Loyal customer,15,Personal travel,Eco,781,2,5,2,3,2,2,2,2,3,5,5,3,4,2,0.0,27.0,Neutral or dissatisfied,0,Young
1907,77276,Female,Loyal customer,48,Business travel,Business,1931,1,1,1,1,5,4,5,4,4,4,4,3,4,5,0.0,0.0,Satisfied,0,Middle Age
1908,32876,Male,Loyal customer,70,Personal travel,Eco,101,1,5,1,4,4,1,1,4,4,4,4,4,4,4,0.0,2.0,Neutral or dissatisfied,0,Senior
1909,27398,Female,Loyal customer,31,Business travel,Business,2289,2,2,2,2,4,4,4,4,5,5,4,5,5,4,0.0,0.0,Satisfied,0,Adult
1910,25616,Male,Disloyal customer,24,Business travel,Eco,666,4,0,4,2,4,1,1,3,5,3,3,1,4,1,30.0,32.5,Satisfied,1,Young
1911,45119,Male,Loyal customer,33,Personal travel,Eco,157,2,5,2,3,2,2,2,2,3,3,5,5,4,2,5.0,6.0,Neutral or dissatisfied,0,Adult
1912,87881,Male,Loyal customer,13,Personal travel,Eco plus,214,2,3,2,3,1,2,1,1,3,4,4,5,4,1,30.0,18.0,Neutral or dissatisfied,1,Young
1913,30790,Female,Loyal customer,58,Personal travel,Eco,895,3,1,3,3,3,2,3,2,2,3,2,4,2,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
1914,88634,Male,Loyal customer,49,Personal travel,Eco,406,2,4,2,1,2,2,2,2,2,4,3,3,4,2,2.0,0.0,Neutral or dissatisfied,0,Middle Age
1915,89521,Female,Loyal customer,21,Personal travel,Business,944,2,1,2,3,1,2,1,1,4,4,4,1,4,1,0.0,0.0,Neutral or dissatisfied,0,Young
1916,56375,Male,Loyal customer,61,Personal travel,Eco,200,4,3,4,3,4,4,5,4,1,2,4,1,4,4,0.0,0.0,Neutral or dissatisfied,0,Senior
1917,104954,Male,Loyal customer,66,Personal travel,Business,337,4,4,4,1,2,5,4,5,5,4,5,3,5,3,16.0,1.0,Satisfied,1,Senior
1918,89518,Female,Loyal customer,54,Personal travel,Business,1069,2,2,2,3,4,4,4,4,4,2,4,3,4,3,12.0,0.0,Neutral or dissatisfied,0,Middle Age
1919,28943,Male,Loyal customer,23,Business travel,Eco,978,5,2,2,2,5,4,4,5,1,5,1,1,3,5,0.0,0.0,Satisfied,0,Young
1920,30202,Male,Loyal customer,34,Business travel,Eco plus,95,0,0,0,3,5,0,1,5,4,4,1,3,3,5,0.0,0.0,Satisfied,0,Adult
1921,111474,Male,Loyal customer,61,Personal travel,Eco plus,1024,2,5,2,1,4,2,4,4,5,4,2,5,3,4,0.0,0.0,Neutral or dissatisfied,0,Senior
1922,29335,Female,Loyal customer,8,Personal travel,Eco,933,4,5,4,2,1,4,1,1,4,2,4,3,5,1,0.0,1.0,Neutral or dissatisfied,0,Young
1923,105512,Female,Loyal customer,36,Business travel,Business,1590,2,2,2,2,5,5,4,3,3,3,3,4,3,4,7.0,6.0,Satisfied,0,Adult
1924,37649,Male,Loyal customer,25,Personal travel,Eco,944,3,4,3,1,1,3,1,1,2,1,2,3,2,1,0.0,0.0,Neutral or dissatisfied,0,Young
1925,91334,Male,Loyal customer,69,Personal travel,Eco plus,404,3,5,3,5,2,3,3,2,5,2,4,4,4,2,0.0,0.0,Neutral or dissatisfied,0,Senior
1926,59034,Male,Loyal customer,43,Business travel,Business,1744,4,4,4,4,5,5,4,5,5,4,5,3,5,5,30.0,32.5,Satisfied,1,Middle Age
1927,98748,Female,Loyal customer,16,Personal travel,Eco,1290,2,4,2,2,2,2,2,2,5,2,3,5,5,2,0.0,0.0,Neutral or dissatisfied,0,Young
1928,111172,Male,Loyal customer,21,Personal travel,Business,1506,2,5,2,3,1,2,2,1,4,2,3,5,5,1,30.0,32.5,Neutral or dissatisfied,1,Young
1929,82372,Male,Loyal customer,39,Business travel,Eco plus,453,1,0,0,4,4,0,4,4,2,1,3,4,4,4,0.0,6.0,Neutral or dissatisfied,0,Adult
1930,2670,Male,Loyal customer,25,Personal travel,Eco,597,1,4,1,2,1,1,1,1,4,5,4,3,4,1,28.0,27.0,Neutral or dissatisfied,1,Young
1931,110451,Male,Loyal customer,28,Personal travel,Eco,925,3,2,4,4,5,4,5,5,1,5,3,4,3,5,10.0,0.0,Neutral or dissatisfied,0,Adult
1932,71345,Male,Loyal customer,45,Personal travel,Eco,1514,1,2,0,3,5,0,5,5,4,1,3,2,4,5,14.0,0.0,Neutral or dissatisfied,0,Middle Age
1933,125679,Male,Loyal customer,23,Business travel,Business,759,3,4,4,4,3,3,3,3,3,1,2,3,3,3,0.0,7.0,Neutral or dissatisfied,0,Young
1934,69275,Female,Loyal customer,59,Personal travel,Eco,733,3,4,3,3,4,4,4,4,4,3,4,2,4,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
1935,114632,Female,Disloyal customer,28,Business travel,Business,447,5,5,5,2,3,5,1,3,5,4,5,5,4,3,30.0,32.5,Satisfied,1,Adult
1936,64946,Female,Loyal customer,63,Business travel,Business,469,3,1,1,1,2,4,3,3,3,3,3,3,3,2,30.0,32.5,Neutral or dissatisfied,1,Senior
1937,97599,Male,Loyal customer,42,Business travel,Business,3787,2,2,2,2,3,4,4,2,2,2,2,2,2,3,20.0,17.0,Neutral or dissatisfied,1,Middle Age
1938,41387,Female,Disloyal customer,14,Business travel,Eco,563,2,4,2,3,1,2,1,1,1,5,3,4,4,1,9.0,18.0,Neutral or dissatisfied,0,Young
1939,31711,Male,Loyal customer,58,Personal travel,Eco,967,3,5,3,3,2,3,2,2,5,5,4,3,4,2,0.0,0.0,Neutral or dissatisfied,0,Middle Age
1940,101242,Female,Disloyal customer,24,Business travel,Eco,805,1,0,0,3,3,1,3,3,4,5,4,1,4,3,0.0,0.0,Neutral or dissatisfied,0,Young
1941,27789,Female,Loyal customer,70,Business travel,Eco,909,1,3,3,3,4,3,3,1,1,1,1,1,1,1,5.0,30.0,Neutral or dissatisfied,0,Senior
1942,45411,Male,Loyal customer,40,Business travel,Business,3035,4,4,4,4,4,5,2,3,3,2,3,3,3,4,16.0,22.0,Satisfied,1,Adult
1943,97486,Male,Loyal customer,41,Business travel,Business,2537,2,4,4,4,3,2,2,2,2,2,2,3,2,4,30.0,32.5,Neutral or dissatisfied,1,Middle Age
1944,28816,Male,Loyal customer,24,Business travel,Eco,987,0,3,0,3,1,3,1,1,5,4,2,2,4,1,30.0,22.0,Satisfied,1,Young
1945,108900,Male,Loyal customer,46,Business travel,Business,1066,1,1,1,1,2,4,4,4,4,4,4,4,4,4,9.0,0.0,Satisfied,0,Middle Age
1946,83805,Female,Loyal customer,54,Business travel,Business,2381,5,5,5,5,4,5,4,4,4,4,4,3,4,3,30.0,32.5,Satisfied,1,Middle Age
1947,21831,Male,Loyal customer,35,Personal travel,Eco,640,1,5,1,2,3,1,3,3,3,5,5,3,5,3,11.0,16.0,Neutral or dissatisfied,0,Adult
1948,58004,Female,Loyal customer,55,Business travel,Business,2455,5,5,5,5,5,4,5,5,5,5,5,3,5,3,23.0,13.0,Satisfied,1,Middle Age
1949,126550,Female,Loyal customer,54,Personal travel,Eco,644,4,4,4,4,4,5,5,4,4,4,4,5,4,4,22.0,20.0,Neutral or dissatisfied,1,Middle Age
1950,128502,Male,Loyal customer,19,Personal travel,Eco,651,3,0,3,3,1,3,1,1,3,1,4,1,4,1,30.0,32.5,Neutral or dissatisfied,1,Young
1951,64049,Male,Loyal customer,55,Business travel,Business,3678,2,2,2,2,4,4,5,4,4,5,4,4,4,3,18.0,32.5,Satisfied,1,Middle Age
1952,71342,Female,Loyal customer,69,Personal travel,Eco,1514,2,5,3,2,3,1,4,5,5,3,4,4,4,4,30.0,32.5,Neutral or dissatisfied,1,Senior
1953,43846,Male,Loyal customer,42,Business travel,Business,2469,1,1,1,1,2,3,4,4,4,4,5,4,4,5,0.0,1.0,Satisfied,0,Middle Age
1954,64144,Male,Loyal customer,44,Business travel,Eco,989,3,2,2,2,3,3,3,3,1,3,3,4,3,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
1955,67178,Female,Loyal customer,13,Personal travel,Eco,1017,4,4,4,3,4,4,4,4,1,5,3,3,3,4,0.0,0.0,Neutral or dissatisfied,0,Young
1956,41284,Male,Loyal customer,36,Business travel,Business,3312,1,5,5,5,1,4,3,1,1,1,1,2,1,3,0.0,0.0,Neutral or dissatisfied,0,Adult
1957,113497,Female,Loyal customer,47,Business travel,Business,3735,2,2,2,2,5,5,5,5,5,4,5,5,5,5,0.0,0.0,Satisfied,0,Middle Age
1958,71967,Male,Loyal customer,63,Business travel,Business,1437,2,2,2,2,4,4,4,2,2,2,2,4,2,1,11.0,12.0,Neutral or dissatisfied,0,Senior
1959,61896,Female,Loyal customer,7,Personal travel,Eco plus,2254,2,4,2,1,1,2,1,1,5,4,4,3,4,1,29.0,5.0,Neutral or dissatisfied,1,Young
1960,68313,Male,Loyal customer,47,Business travel,Business,2165,5,5,5,5,3,3,5,4,4,4,4,3,4,4,0.0,4.0,Satisfied,0,Middle Age
1961,3326,Male,Loyal customer,49,Business travel,Business,3997,4,4,4,4,5,5,4,5,5,4,5,4,5,5,30.0,32.5,Satisfied,1,Middle Age
1962,59068,Female,Loyal customer,40,Business travel,Business,1726,5,5,5,5,3,4,5,5,5,5,5,3,5,4,0.0,0.0,Satisfied,0,Adult
1963,61979,Female,Loyal customer,50,Personal travel,Business,2475,2,4,2,3,2,4,4,4,4,2,4,4,4,4,0.0,32.5,Neutral or dissatisfied,0,Middle Age
1964,22190,Male,Loyal customer,56,Business travel,Eco,165,5,3,3,3,5,5,5,5,2,2,3,1,2,5,0.0,1.0,Satisfied,0,Middle Age
1965,76493,Female,Loyal customer,60,Business travel,Business,516,4,4,4,4,3,5,5,4,4,4,4,3,4,3,0.0,0.0,Satisfied,0,Middle Age
1966,56067,Female,Loyal customer,37,Personal travel,Eco,2586,1,4,1,5,1,5,5,3,2,4,4,5,4,5,0.0,0.0,Neutral or dissatisfied,0,Adult
1967,78592,Female,Loyal customer,50,Business travel,Business,2454,4,5,4,4,3,4,5,4,4,4,4,4,4,5,2.0,19.0,Satisfied,0,Middle Age
1968,106430,Male,Loyal customer,57,Business travel,Business,2778,3,3,3,3,3,4,4,5,5,5,5,3,5,3,0.0,0.0,Satisfied,0,Middle Age
1969,85058,Male,Loyal customer,19,Personal travel,Business,696,2,5,2,2,4,2,4,4,5,3,4,5,5,4,0.0,0.0,Neutral or dissatisfied,0,Young
1970,34077,Female,Loyal customer,22,Business travel,Eco plus,1674,5,1,1,1,5,4,5,5,4,3,5,4,1,5,4.0,0.0,Satisfied,0,Young
1971,61612,Female,Disloyal customer,27,Business travel,Business,1346,3,2,2,2,3,2,3,3,3,3,4,3,4,3,0.0,4.0,Neutral or dissatisfied,0,Adult
1972,49734,Female,Loyal customer,65,Business travel,Eco,308,2,4,4,4,5,4,3,1,1,2,1,1,1,3,0.0,0.0,Neutral or dissatisfied,0,Senior
1973,12775,Female,Loyal customer,47,Personal travel,Eco plus,851,1,5,0,1,3,5,5,1,1,0,1,5,1,4,10.0,0.0,Neutral or dissatisfied,0,Middle Age
1974,14565,Male,Loyal customer,29,Personal travel,Business,986,3,3,3,3,4,3,1,4,3,3,4,3,3,4,0.0,0.0,Neutral or dissatisfied,0,Adult
1975,74353,Male,Loyal customer,46,Business travel,Business,1171,3,3,3,3,4,4,4,5,2,4,5,4,5,4,30.0,32.5,Satisfied,1,Middle Age
1976,39575,Male,Loyal customer,43,Business travel,Business,965,2,2,2,2,3,4,2,5,5,5,5,5,5,2,0.0,0.0,Satisfied,0,Middle Age
1977,88633,Female,Loyal customer,55,Personal travel,Eco,406,2,5,2,5,4,4,4,1,1,2,1,4,1,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
1978,28323,Male,Loyal customer,45,Business travel,Business,1588,2,5,5,5,2,4,3,2,2,2,2,2,2,3,16.0,2.0,Neutral or dissatisfied,1,Middle Age
1979,37106,Female,Loyal customer,56,Business travel,Eco,1189,4,1,5,1,2,5,5,4,4,4,4,4,4,1,30.0,32.5,Satisfied,1,Middle Age
1980,917,Female,Loyal customer,56,Business travel,Business,3870,3,3,3,3,4,4,4,5,5,5,4,5,5,4,0.0,0.0,Satisfied,0,Middle Age
1981,11170,Female,Loyal customer,25,Personal travel,Eco,201,1,3,1,4,4,1,4,4,2,3,1,4,1,4,30.0,32.5,Neutral or dissatisfied,1,Young
1982,113249,Male,Loyal customer,47,Personal travel,Business,386,2,5,2,4,5,4,4,3,3,2,3,5,3,4,0.0,0.0,Neutral or dissatisfied,0,Middle Age
1983,3983,Male,Loyal customer,47,Personal travel,Eco,340,2,5,2,3,1,2,1,1,4,2,4,5,5,1,0.0,0.0,Neutral or dissatisfied,0,Middle Age
1984,56864,Female,Loyal customer,56,Business travel,Business,2565,1,1,2,1,4,5,5,5,3,5,5,5,3,5,13.0,0.0,Satisfied,0,Middle Age
1985,120620,Male,Loyal customer,65,Personal travel,Business,280,1,3,1,5,3,4,3,4,4,1,4,5,4,3,0.0,0.0,Neutral or dissatisfied,0,Senior
1986,128134,Male,Loyal customer,23,Business travel,Business,1587,2,2,2,2,4,4,4,4,5,5,4,3,5,4,0.0,0.0,Satisfied,0,Young
1987,64890,Male,Loyal customer,28,Business travel,Business,3291,1,2,3,3,4,3,1,4,2,3,4,1,3,4,0.0,0.0,Neutral or dissatisfied,0,Adult
1988,24485,Female,Disloyal customer,29,Business travel,Eco,547,3,3,3,3,1,3,1,1,4,4,4,2,3,1,5.0,11.0,Neutral or dissatisfied,0,Adult
1989,103632,Male,Disloyal customer,36,Business travel,Business,405,1,1,1,2,5,1,3,5,4,4,5,3,5,5,0.0,0.0,Neutral or dissatisfied,0,Adult
1990,23911,Female,Loyal customer,33,Business travel,Business,2710,4,5,5,5,3,3,4,4,4,3,4,4,4,3,0.0,0.0,Neutral or dissatisfied,0,Adult
1991,5847,Male,Loyal customer,22,Business travel,Business,1020,4,4,4,4,3,4,3,3,5,3,5,5,4,3,0.0,0.0,Satisfied,0,Young
1992,95341,Male,Loyal customer,68,Personal travel,Eco,319,1,5,1,4,5,1,5,5,2,4,2,2,3,5,0.0,0.0,Neutral or dissatisfied,0,Senior
1993,92042,Male,Disloyal customer,49,Business travel,Business,1522,4,5,5,2,3,4,3,3,3,4,4,3,4,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
1994,49268,Male,Disloyal customer,39,Business travel,Eco,373,2,5,2,3,5,2,5,5,2,4,2,1,2,5,0.0,0.0,Neutral or dissatisfied,0,Adult
1995,28477,Male,Loyal customer,25,Personal travel,Eco,1721,1,5,1,2,5,1,5,5,5,3,3,4,4,5,0.0,4.0,Neutral or dissatisfied,0,Young
1996,117057,Female,Loyal customer,41,Business travel,Business,2026,3,3,3,3,5,4,4,3,3,3,3,3,3,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
1997,106829,Male,Loyal customer,46,Personal travel,Eco plus,1488,3,4,3,3,1,3,1,1,3,3,5,4,5,1,5.0,0.0,Neutral or dissatisfied,0,Middle Age
1998,98054,Male,Loyal customer,39,Personal travel,Eco,1797,4,2,4,4,2,4,2,2,3,2,2,1,3,2,15.0,12.0,Satisfied,0,Adult
1999,104796,Female,Loyal customer,65,Business travel,Eco,587,2,4,5,4,1,3,3,2,2,2,2,4,2,4,23.0,26.0,Neutral or dissatisfied,1,Senior
2000,80462,Male,Loyal customer,47,Business travel,Business,2787,4,4,4,4,2,4,4,5,5,5,5,4,5,3,0.0,0.0,Satisfied,0,Middle Age
2001,57504,Male,Loyal customer,54,Personal travel,Eco,1075,2,4,2,1,2,2,2,2,4,2,4,3,4,2,21.0,29.0,Neutral or dissatisfied,1,Middle Age
2002,54505,Male,Disloyal customer,31,Business travel,Eco,925,3,3,3,3,4,3,4,4,3,4,1,4,4,4,0.0,0.0,Neutral or dissatisfied,0,Adult
2003,8921,Male,Disloyal customer,34,Business travel,Eco,661,2,3,2,3,2,3,3,3,1,4,3,3,1,3,30.0,32.5,Neutral or dissatisfied,1,Adult
2004,111738,Male,Loyal customer,42,Business travel,Business,2209,1,1,1,1,3,4,4,4,4,5,4,4,4,4,4.0,22.0,Satisfied,0,Middle Age
2005,110902,Female,Disloyal customer,62,Business travel,Eco,404,1,1,0,3,2,0,5,2,2,5,4,4,3,2,0.0,0.0,Neutral or dissatisfied,0,Senior
2006,51592,Female,Disloyal customer,38,Business travel,Eco,370,1,3,1,4,1,1,1,1,2,5,3,3,3,1,30.0,32.5,Neutral or dissatisfied,1,Adult
2007,103095,Male,Loyal customer,46,Personal travel,Eco,687,3,4,3,2,3,3,3,3,3,4,4,5,5,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
2008,42335,Female,Loyal customer,59,Personal travel,Eco,550,2,3,2,5,1,5,4,4,4,2,4,5,4,4,30.0,32.5,Neutral or dissatisfied,1,Middle Age
2009,18526,Male,Disloyal customer,44,Business travel,Eco,253,3,3,3,1,3,3,3,3,2,3,5,4,5,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
2010,51379,Female,Loyal customer,8,Personal travel,Eco plus,110,4,3,4,4,3,4,3,3,1,2,2,1,4,3,0.0,0.0,Neutral or dissatisfied,0,Young
2011,106850,Male,Loyal customer,54,Personal travel,Eco,1733,2,3,2,5,1,2,1,1,5,2,4,3,1,1,28.0,14.0,Neutral or dissatisfied,1,Middle Age
2012,39478,Male,Loyal customer,26,Business travel,Business,3376,3,3,3,3,3,3,3,3,4,3,4,4,3,3,30.0,32.5,Neutral or dissatisfied,1,Adult
2013,94305,Female,Loyal customer,58,Business travel,Business,248,5,5,5,5,4,5,4,5,5,5,5,5,5,4,0.0,0.0,Satisfied,0,Middle Age
2014,59706,Female,Loyal customer,13,Personal travel,Eco,861,2,5,3,3,2,3,2,2,3,3,4,3,4,2,0.0,21.0,Neutral or dissatisfied,0,Young
2015,12883,Female,Loyal customer,55,Business travel,Eco,809,5,1,1,1,2,1,2,5,5,5,5,5,5,2,0.0,0.0,Satisfied,0,Middle Age
2016,40410,Female,Loyal customer,43,Business travel,Business,2920,4,4,3,4,5,2,2,5,5,5,4,1,5,5,0.0,0.0,Satisfied,0,Middle Age
2017,81230,Female,Loyal customer,57,Business travel,Business,3967,3,3,3,3,5,5,5,4,4,4,5,5,4,5,0.0,0.0,Satisfied,0,Middle Age
2018,17844,Male,Loyal customer,30,Business travel,Eco plus,505,4,3,3,3,4,4,4,4,4,5,3,5,4,4,0.0,0.0,Satisfied,0,Adult
2019,61987,Female,Loyal customer,49,Business travel,Business,2475,3,3,3,3,2,4,4,5,5,5,5,4,5,3,0.0,0.0,Satisfied,0,Middle Age
2020,48586,Female,Loyal customer,24,Personal travel,Eco,853,2,4,3,1,3,3,3,3,4,2,4,5,4,3,0.0,11.0,Neutral or dissatisfied,0,Young
2021,69935,Female,Loyal customer,59,Business travel,Business,2174,3,3,3,3,3,3,5,4,4,5,4,5,4,5,0.0,0.0,Satisfied,0,Middle Age
2022,114974,Male,Loyal customer,44,Business travel,Business,3691,4,4,4,4,4,5,5,4,4,4,4,3,4,3,30.0,32.5,Satisfied,1,Middle Age
2023,123886,Female,Disloyal customer,37,Business travel,Eco,173,1,3,1,3,4,1,4,4,3,2,1,1,1,4,0.0,0.0,Neutral or dissatisfied,0,Adult
2024,102875,Female,Disloyal customer,25,Business travel,Eco,472,4,0,4,5,3,4,3,3,3,4,3,2,2,3,0.0,0.0,Satisfied,0,Young
2025,55049,Female,Loyal customer,53,Business travel,Business,1346,2,2,3,2,5,5,4,4,4,5,4,3,4,3,2.0,0.0,Satisfied,0,Middle Age
2026,69832,Female,Disloyal customer,21,Business travel,Business,1055,5,5,5,3,5,5,5,5,4,3,4,3,4,5,12.0,4.0,Satisfied,0,Young
2027,114318,Female,Loyal customer,64,Personal travel,Eco,850,3,5,3,2,5,4,5,2,2,3,2,5,2,3,0.0,0.0,Neutral or dissatisfied,0,Senior
2028,16546,Female,Disloyal customer,35,Business travel,Eco plus,1134,1,1,1,5,2,1,2,2,1,4,2,3,2,2,1.0,5.0,Neutral or dissatisfied,0,Adult
2029,55251,Female,Loyal customer,17,Personal travel,Eco,1009,4,2,4,2,2,4,5,2,2,3,3,2,2,2,0.0,0.0,Neutral or dissatisfied,0,Young
2030,56875,Female,Disloyal customer,20,Business travel,Business,2434,5,5,5,2,5,4,4,5,4,4,4,4,5,4,2.0,0.0,Satisfied,0,Young
2031,105676,Male,Loyal customer,58,Business travel,Business,3463,1,1,1,1,3,5,5,5,5,5,5,5,5,4,0.0,5.0,Satisfied,0,Middle Age
2032,14702,Male,Loyal customer,38,Business travel,Eco,419,3,4,3,4,3,3,3,3,2,2,3,4,4,3,1.0,0.0,Neutral or dissatisfied,0,Adult
2033,40847,Male,Loyal customer,9,Personal travel,Eco,574,4,5,4,3,2,4,2,2,5,2,5,5,4,2,0.0,1.0,Satisfied,0,Young
2034,39059,Female,Disloyal customer,16,Business travel,Eco,784,0,0,0,2,1,0,1,1,5,5,4,4,4,1,0.0,0.0,Satisfied,0,Young
2035,8658,Male,Loyal customer,50,Business travel,Business,227,4,4,4,4,3,4,4,5,5,5,5,4,5,5,0.0,0.0,Satisfied,0,Middle Age
2036,43862,Female,Loyal customer,37,Business travel,Business,2950,0,4,0,2,4,4,4,5,5,5,5,2,5,3,0.0,0.0,Satisfied,0,Adult
2037,109435,Female,Loyal customer,52,Business travel,Business,1538,4,4,4,4,4,5,5,2,2,2,2,3,2,3,30.0,32.5,Satisfied,1,Middle Age
2038,25873,Female,Disloyal customer,29,Business travel,Business,907,2,2,2,1,4,2,4,4,3,2,4,4,4,4,30.0,32.5,Neutral or dissatisfied,1,Adult
2039,7979,Male,Loyal customer,60,Business travel,Business,2845,4,5,4,4,4,5,5,4,4,4,4,3,4,4,30.0,32.5,Satisfied,1,Middle Age
2040,108078,Male,Loyal customer,45,Business travel,Business,997,5,5,5,5,5,5,4,4,4,4,4,5,4,3,0.0,12.0,Satisfied,0,Middle Age
2041,123659,Female,Disloyal customer,21,Business travel,Business,214,4,0,4,5,5,4,5,5,4,2,4,5,5,5,0.0,0.0,Satisfied,0,Young
2042,90036,Male,Disloyal customer,39,Business travel,Business,957,1,0,0,5,3,0,3,3,5,5,4,4,5,3,30.0,32.5,Neutral or dissatisfied,1,Adult
2043,44351,Female,Loyal customer,52,Business travel,Business,2798,3,3,3,3,5,4,4,5,2,5,5,4,4,4,30.0,32.5,Satisfied,1,Middle Age
2044,7661,Female,Disloyal customer,40,Business travel,Business,604,3,2,2,3,3,2,3,3,1,2,3,2,4,3,0.0,0.0,Neutral or dissatisfied,0,Adult
2045,27798,Male,Disloyal customer,38,Business travel,Eco,1448,1,1,1,2,4,1,4,4,3,2,2,1,3,4,7.0,0.0,Neutral or dissatisfied,0,Adult
2046,116652,Female,Disloyal customer,26,Business travel,Business,358,3,4,3,1,3,3,3,3,4,2,4,4,5,3,0.0,0.0,Neutral or dissatisfied,0,Adult
2047,92078,Male,Loyal customer,17,Business travel,Business,1589,3,4,4,4,3,3,3,3,3,4,3,3,3,3,0.0,0.0,Neutral or dissatisfied,0,Young
2048,92099,Female,Loyal customer,16,Business travel,Business,1535,5,5,5,5,4,4,4,4,5,4,1,2,4,4,0.0,0.0,Satisfied,0,Young
2049,11082,Male,Loyal customer,15,Personal travel,Eco,309,3,4,3,1,3,3,1,3,5,3,4,5,4,3,5.0,16.0,Neutral or dissatisfied,0,Young
2050,112959,Female,Loyal customer,62,Personal travel,Eco,1164,1,4,1,1,4,4,5,4,4,1,4,5,4,5,29.0,25.0,Neutral or dissatisfied,1,Senior
2051,102298,Male,Loyal customer,35,Business travel,Business,1882,1,1,1,1,3,5,5,4,4,4,5,5,4,4,2.0,0.0,Satisfied,0,Adult
2052,64496,Male,Loyal customer,52,Business travel,Business,190,1,1,1,1,3,2,3,4,4,4,1,3,4,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
2053,68780,Female,Disloyal customer,25,Business travel,Eco,926,2,2,2,3,4,2,4,4,4,3,4,2,3,4,10.0,6.0,Neutral or dissatisfied,0,Young
2054,121694,Female,Loyal customer,61,Personal travel,Eco plus,328,2,2,2,4,2,3,3,5,5,2,5,2,5,1,8.0,3.0,Neutral or dissatisfied,0,Senior
2055,12841,Female,Loyal customer,29,Personal travel,Eco,489,2,3,2,3,3,2,3,3,4,4,3,3,4,3,13.0,12.0,Neutral or dissatisfied,0,Adult
2056,19282,Male,Loyal customer,79,Business travel,Eco plus,430,5,2,2,2,5,5,5,5,4,5,3,5,5,5,0.0,0.0,Satisfied,0,Senior
2057,4534,Female,Loyal customer,8,Personal travel,Eco,677,3,4,3,1,3,3,3,3,2,1,1,1,5,3,0.0,0.0,Neutral or dissatisfied,0,Young
2058,128695,Male,Disloyal customer,24,Business travel,Business,1235,5,0,5,4,5,5,4,5,4,2,5,5,5,5,0.0,0.0,Satisfied,0,Young
2059,119633,Female,Disloyal customer,43,Business travel,Business,1727,2,1,1,4,5,2,3,5,5,5,4,5,5,5,17.0,32.5,Neutral or dissatisfied,1,Middle Age
2060,58442,Female,Loyal customer,20,Personal travel,Eco,733,1,5,1,1,1,1,1,1,5,5,5,1,5,1,0.0,0.0,Neutral or dissatisfied,0,Young
2061,19037,Female,Loyal customer,24,Business travel,Eco plus,788,4,2,1,2,4,4,4,4,5,3,5,3,2,4,0.0,0.0,Satisfied,0,Young
2062,58669,Female,Disloyal customer,36,Business travel,Business,867,4,4,4,4,4,4,3,4,4,5,5,3,5,4,29.0,32.5,Neutral or dissatisfied,1,Adult
2063,129152,Female,Disloyal customer,26,Business travel,Business,679,3,5,3,4,1,3,1,1,3,4,5,4,4,1,0.0,0.0,Neutral or dissatisfied,0,Adult
2064,89332,Female,Disloyal customer,38,Business travel,Business,1587,3,3,3,2,5,3,5,5,3,5,5,4,5,5,0.0,18.0,Neutral or dissatisfied,0,Adult
2065,35046,Male,Loyal customer,43,Business travel,Business,1746,5,5,5,5,4,4,5,4,4,4,4,3,4,5,0.0,0.0,Satisfied,0,Middle Age
2066,102314,Male,Disloyal customer,39,Business travel,Eco,397,3,0,3,3,2,3,2,2,3,3,4,2,4,2,29.0,22.0,Neutral or dissatisfied,1,Adult
2067,30321,Male,Loyal customer,61,Business travel,Business,3346,4,4,4,4,4,3,1,5,5,5,5,1,5,2,17.0,25.0,Satisfied,1,Senior
2068,108708,Female,Loyal customer,45,Business travel,Business,425,1,1,1,1,1,2,2,1,1,1,1,2,1,1,28.0,22.0,Neutral or dissatisfied,1,Middle Age
