Id,Gender,Customer_type,Age,Type_of_travel,Class,Flight_distance,Inflight_wifi_service,Departure/arrival_time_convenient,Ease_of_online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On-board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_delay_in_minutes,Arrival_delay_in_minutes,Satisfaction,Is_delayed,Age_group
1375,Male,Loyal customer,47,Business travel,Business,140,2,4,4,4,3,2,3,3,3,4,2,2,3,4,0.0,9.0,Neutral or dissatisfied,0,Middle Age
10545,Female,Disloyal customer,18,Business travel,Business,667,5,5,5,1,1,5,1,1,4,4,5,4,4,1,10.0,6.0,Satisfied,0,Young
53149,Male,Loyal customer,57,Personal travel,Eco plus,413,1,4,1,3,3,1,3,3,3,4,4,3,4,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
47371,Male,Loyal customer,51,Business travel,Business,599,3,2,2,2,2,3,3,3,3,3,3,4,3,3,30.0,30.0,Neutral or dissatisfied,1,Middle Age
19243,Male,Loyal customer,48,Personal travel,Eco,782,4,5,4,3,5,4,5,5,4,5,5,4,4,5,0.0,0.0,Satisfied,0,Middle Age
56681,Male,Loyal customer,38,Personal travel,Eco,1068,2,5,1,1,2,1,2,2,5,2,5,3,4,2,1.0,0.0,Neutral or dissatisfied,0,Adult
82073,Female,Disloyal customer,27,Business travel,Business,1276,0,0,0,3,2,0,3,2,3,4,4,5,5,2,1.0,0.0,Satisfied,0,Adult
75379,Female,Loyal customer,28,Business travel,Business,2218,3,3,3,3,4,4,4,4,3,5,4,5,5,4,0.0,0.0,Satisfied,0,Adult
98114,Female,Disloyal customer,23,Business travel,Eco,426,2,0,3,1,4,3,4,4,5,4,4,3,4,4,14.0,8.0,Neutral or dissatisfied,0,Young
91740,Female,Loyal customer,31,Business travel,Business,3709,5,5,5,5,2,2,2,2,4,4,4,4,4,2,16.0,19.0,Satisfied,1,Adult
11136,Female,Loyal customer,53,Personal travel,Eco,224,3,4,3,5,1,2,4,2,2,3,1,2,2,3,0.0,11.0,Neutral or dissatisfied,0,Middle Age
60066,Female,Disloyal customer,35,Business travel,Business,1005,2,2,2,3,2,2,2,2,2,1,4,3,4,2,30.0,14.0,Neutral or dissatisfied,1,Adult
56384,Male,Loyal customer,40,Personal travel,Eco plus,200,5,2,0,4,1,0,1,1,4,5,3,3,3,1,0.0,0.0,Satisfied,0,Adult
76779,Male,Disloyal customer,11,Business travel,Eco,689,4,4,4,4,2,4,2,2,4,2,3,4,3,2,0.0,7.0,Neutral or dissatisfied,0,Young
27692,Male,Loyal customer,60,Personal travel,Eco,1107,3,0,3,4,5,3,5,5,4,5,5,5,4,5,0.0,0.0,Neutral or dissatisfied,0,Middle Age
118023,Female,Loyal customer,24,Personal travel,Business,1262,2,4,2,5,2,2,3,2,3,5,3,5,4,2,10.0,0.0,Neutral or dissatisfied,0,Young
16018,Female,Loyal customer,43,Personal travel,Eco,780,1,5,1,5,5,4,4,1,1,1,1,3,1,4,15.0,5.0,Neutral or dissatisfied,0,Middle Age
83901,Male,Loyal customer,40,Business travel,Business,1678,1,1,1,1,4,3,4,4,4,4,4,5,4,5,0.0,0.0,Satisfied,0,Adult
103154,Female,Disloyal customer,37,Business travel,Business,491,5,4,4,4,3,4,3,3,5,4,4,5,5,3,17.0,25.0,Satisfied,1,Adult
101370,Female,Loyal customer,30,Personal travel,Eco,1986,2,2,2,3,2,2,2,2,4,1,2,2,2,2,2.0,0.0,Neutral or dissatisfied,0,Adult
39283,Male,Loyal customer,46,Business travel,Business,1650,3,5,5,5,3,4,3,3,3,3,3,4,3,3,21.0,9.0,Neutral or dissatisfied,1,Middle Age
75600,Male,Loyal customer,27,Personal travel,Eco,337,1,4,1,4,1,1,1,1,4,5,4,3,4,1,7.0,6.0,Neutral or dissatisfied,0,Adult
13839,Female,Loyal customer,31,Personal travel,Eco,628,2,4,2,4,4,2,4,4,4,3,5,3,5,4,8.0,16.0,Neutral or dissatisfied,0,Adult
128345,Female,Loyal customer,35,Business travel,Business,3503,4,4,4,4,2,4,5,5,5,5,5,4,5,4,0.0,2.0,Satisfied,0,Adult
129446,Male,Loyal customer,49,Personal travel,Eco,236,5,1,0,2,1,0,1,1,1,3,2,3,2,1,2.0,0.0,Satisfied,0,Middle Age
41154,Female,Loyal customer,27,Personal travel,Eco,295,1,4,1,5,3,1,3,3,4,5,5,3,4,3,1.0,0.0,Neutral or dissatisfied,0,Adult
47466,Female,Loyal customer,38,Personal travel,Eco,558,2,5,2,1,3,2,3,3,5,2,5,5,5,3,0.0,0.0,Neutral or dissatisfied,0,Adult
73468,Male,Loyal customer,57,Personal travel,Eco,1005,1,4,1,2,5,1,5,5,5,5,5,3,5,5,4.0,0.0,Neutral or dissatisfied,0,Middle Age
38809,Male,Loyal customer,30,Personal travel,Eco,354,4,3,4,2,5,4,5,5,4,4,2,3,3,5,0.0,1.0,Neutral or dissatisfied,0,Adult
84297,Male,Loyal customer,50,Business travel,Business,235,0,0,0,1,5,5,5,2,2,2,2,4,2,5,8.0,13.0,Satisfied,0,Middle Age
17411,Female,Loyal customer,60,Business travel,Eco,351,5,5,5,5,4,5,4,5,5,5,5,5,5,5,0.0,0.0,Satisfied,0,Middle Age
129215,Female,Loyal customer,54,Business travel,Business,2414,4,4,4,4,4,5,4,5,5,5,5,5,5,3,0.0,0.0,Satisfied,0,Middle Age
100705,Male,Loyal customer,45,Business travel,Business,2610,4,4,4,4,4,4,4,1,1,2,1,4,1,4,0.0,0.0,Satisfied,0,Middle Age
35266,Female,Loyal customer,25,Business travel,Business,3056,3,5,5,5,3,3,3,3,3,4,3,2,4,3,15.0,32.5,Neutral or dissatisfied,0,Young
91976,Male,Loyal customer,53,Business travel,Business,2475,1,1,1,1,4,3,4,3,3,4,3,5,3,3,4.0,0.0,Satisfied,0,Middle Age
67600,Female,Loyal customer,51,Business travel,Business,2548,5,5,5,5,2,4,4,4,4,4,4,5,4,5,30.0,32.5,Satisfied,1,Middle Age
1327,Female,Loyal customer,59,Business travel,Business,3994,0,4,0,5,2,2,3,5,4,5,5,3,3,3,30.0,32.5,Satisfied,1,Middle Age
127565,Female,Loyal customer,35,Business travel,Business,1670,1,1,1,1,5,5,5,5,5,5,5,3,5,3,0.0,0.0,Satisfied,0,Adult
62280,Male,Loyal customer,53,Business travel,Business,1624,5,5,5,5,4,4,5,5,5,5,5,5,5,3,30.0,32.5,Satisfied,1,Middle Age
124209,Male,Disloyal customer,25,Business travel,Eco,1319,5,5,5,2,5,5,5,5,3,4,2,5,1,5,3.0,0.0,Satisfied,0,Young
20737,Male,Loyal customer,34,Business travel,Eco,363,5,1,1,1,5,5,5,5,1,3,1,3,4,5,30.0,32.5,Satisfied,1,Adult
1533,Female,Loyal customer,46,Business travel,Business,2016,4,1,1,1,3,4,4,4,4,4,4,3,4,2,0.0,0.0,Neutral or dissatisfied,0,Middle Age
69586,Male,Loyal customer,12,Personal travel,Eco,2475,3,4,3,1,3,5,4,3,3,4,4,4,4,4,15.0,32.5,Neutral or dissatisfied,0,Young
37993,Female,Loyal customer,28,Business travel,Business,3308,2,2,2,2,4,4,4,4,4,3,5,5,4,4,0.0,0.0,Satisfied,0,Adult
108801,Female,Loyal customer,57,Personal travel,Eco,406,3,2,3,4,4,4,4,5,5,3,5,1,5,4,10.0,0.0,Neutral or dissatisfied,0,Middle Age
107154,Male,Disloyal customer,39,Business travel,Business,402,1,1,1,3,3,1,3,3,5,3,4,4,5,3,0.0,0.0,Neutral or dissatisfied,0,Adult
31755,Male,Disloyal customer,37,Business travel,Business,602,2,2,2,3,1,2,1,1,3,2,5,3,5,1,30.0,32.5,Neutral or dissatisfied,1,Adult
51258,Female,Loyal customer,38,Business travel,Eco plus,266,4,5,5,5,4,4,4,4,3,4,5,4,5,4,0.0,9.0,Satisfied,0,Adult
124527,Male,Loyal customer,42,Business travel,Business,1276,5,5,5,5,2,5,5,3,3,3,3,3,3,4,0.0,0.0,Satisfied,0,Middle Age
28313,Female,Loyal customer,21,Business travel,Business,867,4,5,2,5,4,3,4,4,4,3,2,1,2,4,0.0,3.0,Neutral or dissatisfied,0,Young
73244,Male,Loyal customer,36,Business travel,Business,3615,4,4,2,4,3,5,5,4,4,4,4,4,4,5,0.0,0.0,Satisfied,0,Adult
54438,Male,Loyal customer,41,Business travel,Eco plus,305,5,4,4,4,5,5,5,5,2,5,4,3,4,5,2.0,0.0,Satisfied,0,Middle Age
108111,Male,Loyal customer,31,Business travel,Business,1105,4,4,4,4,4,4,4,4,3,3,5,4,4,4,0.0,0.0,Satisfied,0,Adult
23718,Male,Loyal customer,57,Personal travel,Eco,212,3,0,3,5,2,3,2,2,5,3,4,4,5,2,0.0,1.0,Neutral or dissatisfied,0,Middle Age
7231,Female,Loyal customer,43,Business travel,Eco,135,3,5,5,5,4,4,4,3,3,3,3,3,3,1,30.0,32.5,Neutral or dissatisfied,1,Middle Age
55776,Male,Loyal customer,54,Business travel,Business,599,4,4,4,4,2,4,5,5,5,5,5,5,5,3,0.0,0.0,Satisfied,0,Middle Age
36043,Male,Loyal customer,46,Business travel,Eco,413,5,4,4,4,5,5,5,5,1,5,3,4,3,5,0.0,0.0,Satisfied,0,Middle Age
3481,Female,Loyal customer,47,Business travel,Business,3880,5,5,5,5,3,4,5,5,5,4,5,5,5,4,9.0,0.0,Satisfied,0,Middle Age
59720,Male,Loyal customer,60,Business travel,Eco plus,861,3,4,4,4,3,3,3,3,1,3,4,3,2,3,30.0,32.5,Neutral or dissatisfied,1,Middle Age
63071,Male,Loyal customer,25,Personal travel,Eco,948,1,4,1,3,5,1,5,5,3,3,3,2,4,5,0.0,0.0,Neutral or dissatisfied,0,Young
113327,Male,Loyal customer,60,Business travel,Business,397,2,2,2,2,2,5,5,3,3,3,3,3,3,4,20.0,22.0,Satisfied,1,Middle Age
36958,Female,Loyal customer,39,Business travel,Business,2058,1,1,1,1,3,5,3,4,4,4,4,4,4,1,0.0,0.0,Satisfied,0,Adult
44618,Female,Loyal customer,35,Business travel,Eco plus,566,1,3,3,3,1,1,1,1,4,2,3,1,4,1,30.0,32.5,Neutral or dissatisfied,1,Adult
6149,Male,Disloyal customer,35,Business travel,Business,409,2,2,2,5,4,2,4,4,4,3,4,5,5,4,0.0,0.0,Neutral or dissatisfied,0,Adult
12872,Female,Loyal customer,31,Business travel,Business,3927,1,1,1,1,5,5,5,5,2,2,2,4,3,5,0.0,0.0,Satisfied,0,Adult
93088,Male,Loyal customer,40,Personal travel,Eco,860,1,4,1,1,2,1,2,2,4,3,4,4,4,2,1.0,0.0,Neutral or dissatisfied,0,Adult
107950,Male,Disloyal customer,12,Business travel,Business,611,5,5,5,1,5,5,5,4,5,5,5,5,5,5,30.0,32.5,Satisfied,1,Young
81636,Female,Loyal customer,60,Business travel,Business,907,2,3,3,3,4,3,3,2,2,1,2,1,2,4,9.0,13.0,Neutral or dissatisfied,0,Middle Age
25707,Male,Loyal customer,45,Business travel,Eco,432,3,3,3,3,3,3,3,3,1,1,3,3,4,3,0.0,0.0,Satisfied,0,Middle Age
75690,Male,Loyal customer,54,Business travel,Business,2409,1,1,1,1,2,5,5,5,5,5,5,5,5,5,0.0,0.0,Satisfied,0,Middle Age
85286,Male,Loyal customer,16,Personal travel,Eco,696,3,4,3,1,1,3,1,1,3,5,5,3,5,1,0.0,11.0,Neutral or dissatisfied,0,Young
21516,Female,Loyal customer,34,Personal travel,Eco,164,2,5,2,3,1,2,1,1,3,4,4,5,4,1,0.0,0.0,Neutral or dissatisfied,0,Adult
11613,Female,Loyal customer,47,Personal travel,Eco,657,4,2,4,3,5,3,4,2,2,4,2,4,2,1,10.0,0.0,Neutral or dissatisfied,0,Middle Age
51427,Male,Loyal customer,67,Personal travel,Eco plus,134,2,5,2,2,1,2,1,1,4,5,2,3,4,1,0.0,0.0,Neutral or dissatisfied,0,Senior
73267,Female,Loyal customer,43,Business travel,Business,3815,2,2,2,2,3,5,5,4,4,4,4,4,4,4,0.0,0.0,Satisfied,0,Middle Age
16167,Female,Loyal customer,55,Business travel,Business,3071,1,4,4,4,2,3,3,2,2,2,1,3,2,2,0.0,4.0,Neutral or dissatisfied,0,Middle Age
43264,Female,Loyal customer,43,Business travel,Eco,436,5,4,4,4,2,4,2,5,5,5,5,3,5,5,0.0,0.0,Satisfied,0,Middle Age
81888,Female,Loyal customer,52,Business travel,Business,2922,1,1,1,1,4,5,4,4,4,4,4,4,4,4,30.0,32.5,Satisfied,1,Middle Age
120256,Female,Loyal customer,35,Personal travel,Eco plus,1325,2,5,2,1,1,2,1,1,3,5,4,4,4,1,0.0,0.0,Neutral or dissatisfied,0,Adult
93609,Male,Disloyal customer,29,Business travel,Eco,577,3,3,3,3,1,3,1,1,4,4,3,1,4,1,0.0,0.0,Neutral or dissatisfied,0,Adult
60170,Female,Loyal customer,17,Personal travel,Eco,1050,2,4,2,3,2,2,2,2,1,4,5,1,3,2,2.0,32.5,Neutral or dissatisfied,0,Young
124378,Male,Loyal customer,35,Business travel,Eco,808,5,3,3,3,5,5,5,5,2,2,4,5,2,5,0.0,0.0,Satisfied,0,Adult
66347,Female,Loyal customer,40,Business travel,Business,3215,5,4,5,5,2,4,5,4,4,4,4,3,4,5,21.0,18.0,Satisfied,1,Adult
16580,Female,Loyal customer,62,Business travel,Eco,472,5,5,5,5,2,1,4,5,5,5,5,1,5,4,30.0,29.0,Satisfied,1,Senior
7238,Female,Disloyal customer,47,Business travel,Eco,139,4,4,4,2,4,4,4,4,4,2,4,3,1,4,0.0,0.0,Satisfied,0,Middle Age
122304,Female,Loyal customer,22,Personal travel,Eco,573,2,5,2,3,4,2,4,4,4,3,5,5,5,4,0.0,7.0,Neutral or dissatisfied,0,Young
34306,Female,Loyal customer,37,Personal travel,Eco,280,2,4,2,3,3,2,3,3,4,1,4,3,4,3,0.0,0.0,Neutral or dissatisfied,0,Adult
47090,Male,Loyal customer,70,Personal travel,Eco,602,1,5,1,1,2,1,2,2,5,2,4,4,4,2,30.0,32.5,Neutral or dissatisfied,1,Senior
53001,Female,Loyal customer,31,Business travel,Eco,1208,4,3,3,3,4,4,4,4,1,3,1,5,2,4,16.0,21.0,Satisfied,1,Adult
97404,Male,Loyal customer,55,Business travel,Business,2254,4,4,5,4,3,5,4,4,4,4,4,4,4,3,22.0,8.0,Satisfied,1,Middle Age
56487,Female,Loyal customer,59,Business travel,Business,3771,3,3,3,3,5,4,5,5,5,5,5,4,5,5,6.0,0.0,Satisfied,0,Middle Age
27447,Female,Disloyal customer,21,Business travel,Eco,937,2,2,2,3,3,2,1,3,4,5,4,4,3,3,0.0,0.0,Neutral or dissatisfied,0,Young
47615,Male,Loyal customer,29,Business travel,Business,1482,2,2,2,2,5,5,5,5,4,3,4,5,5,5,30.0,32.5,Satisfied,1,Adult
107776,Male,Loyal customer,58,Business travel,Eco plus,251,4,5,5,5,5,4,5,5,2,2,4,1,4,5,30.0,32.5,Neutral or dissatisfied,1,Middle Age
8359,Male,Loyal customer,32,Personal travel,Business,701,1,4,1,2,2,1,2,2,1,1,2,4,1,2,0.0,0.0,Neutral or dissatisfied,0,Adult
48884,Male,Disloyal customer,22,Business travel,Eco,421,4,0,4,4,2,4,2,2,2,4,3,1,1,2,30.0,32.5,Neutral or dissatisfied,1,Young
105864,Male,Loyal customer,36,Business travel,Eco plus,387,4,2,2,2,4,4,4,4,5,4,3,4,1,4,0.0,0.0,Satisfied,0,Adult
109449,Male,Loyal customer,54,Business travel,Business,1711,3,3,3,3,5,5,4,5,5,5,5,4,5,5,0.0,0.0,Satisfied,0,Middle Age
121400,Female,Disloyal customer,36,Business travel,Business,331,2,2,2,1,3,2,3,3,5,3,4,3,5,3,0.0,0.0,Neutral or dissatisfied,0,Adult
62521,Female,Loyal customer,33,Business travel,Business,1744,1,2,2,2,2,3,4,1,1,1,1,2,1,3,0.0,0.0,Neutral or dissatisfied,0,Adult
124751,Female,Loyal customer,45,Personal travel,Business,280,3,0,3,3,3,4,4,5,5,3,5,5,5,5,0.0,0.0,Neutral or dissatisfied,0,Middle Age
30516,Male,Loyal customer,42,Business travel,Business,3358,3,3,1,3,2,5,4,5,5,5,5,4,5,4,23.0,32.5,Satisfied,1,Middle Age
55674,Male,Loyal customer,51,Business travel,Business,2692,5,5,5,5,2,5,4,3,3,3,3,3,3,3,28.0,22.0,Satisfied,1,Middle Age
63788,Male,Loyal customer,32,Business travel,Eco,1721,5,4,4,4,5,5,5,5,5,2,2,3,4,5,0.0,0.0,Satisfied,0,Adult
66743,Male,Loyal customer,7,Personal travel,Eco,802,1,4,1,4,5,1,5,5,2,4,3,1,4,5,0.0,0.0,Neutral or dissatisfied,0,Young
129589,Female,Loyal customer,75,Business travel,Business,308,0,0,0,4,5,4,5,3,3,3,5,5,3,3,0.0,0.0,Satisfied,0,Senior
105576,Male,Disloyal customer,12,Business travel,Eco,577,3,4,3,3,2,3,2,2,4,4,4,2,4,2,18.0,7.0,Neutral or dissatisfied,1,Young
9341,Female,Loyal customer,39,Business travel,Business,2142,2,2,2,2,5,5,4,5,5,5,5,3,5,3,30.0,32.5,Satisfied,1,Adult
43880,Male,Loyal customer,39,Business travel,Eco,144,4,2,2,2,4,4,4,4,2,1,2,3,1,4,0.0,0.0,Satisfied,0,Adult
40529,Female,Loyal customer,46,Business travel,Business,391,1,1,1,1,4,5,4,4,4,4,4,3,4,4,0.0,0.0,Satisfied,0,Middle Age
95791,Male,Loyal customer,55,Business travel,Business,3769,5,5,5,5,3,4,5,4,4,4,5,5,4,4,15.0,14.0,Satisfied,0,Middle Age
62885,Male,Loyal customer,28,Personal travel,Eco plus,2218,4,2,4,4,1,4,1,1,3,3,4,2,4,1,0.0,0.0,Neutral or dissatisfied,0,Adult
42103,Female,Loyal customer,28,Business travel,Business,1910,1,1,1,1,4,4,4,4,1,1,3,4,5,4,30.0,28.0,Satisfied,1,Adult
27932,Male,Loyal customer,30,Business travel,Business,1770,4,4,4,4,2,2,2,2,2,2,4,3,3,2,0.0,0.0,Satisfied,0,Adult
121476,Male,Loyal customer,48,Personal travel,Eco,331,3,4,3,1,1,3,1,1,5,5,1,4,2,1,0.0,0.0,Neutral or dissatisfied,0,Middle Age
31565,Male,Disloyal customer,20,Business travel,Eco,853,1,1,1,4,5,1,5,5,3,5,3,4,4,5,8.0,4.0,Neutral or dissatisfied,0,Young
42112,Female,Loyal customer,26,Business travel,Business,2255,2,2,3,2,2,2,2,2,4,5,1,4,2,2,0.0,32.5,Neutral or dissatisfied,0,Adult
98323,Female,Loyal customer,57,Personal travel,Eco plus,1547,1,4,1,1,4,4,5,2,2,1,2,5,2,5,3.0,2.0,Neutral or dissatisfied,0,Middle Age
14121,Female,Loyal customer,70,Personal travel,Business,654,4,2,5,4,2,3,3,1,1,5,1,3,1,3,0.0,0.0,Neutral or dissatisfied,0,Senior
68992,Male,Loyal customer,47,Business travel,Business,2422,1,2,2,2,1,1,1,4,5,3,3,1,3,1,30.0,32.5,Neutral or dissatisfied,1,Middle Age
37906,Male,Disloyal customer,21,Business travel,Business,1065,3,4,3,4,5,3,5,5,4,1,4,1,3,5,0.0,0.0,Neutral or dissatisfied,0,Young
35663,Female,Loyal customer,44,Business travel,Eco,2475,4,3,3,3,2,4,3,4,4,4,4,2,4,2,13.0,0.0,Neutral or dissatisfied,0,Middle Age
92886,Female,Disloyal customer,43,Business travel,Eco,134,3,1,3,4,1,3,1,1,4,4,3,4,4,1,7.0,18.0,Neutral or dissatisfied,0,Middle Age
18047,Female,Loyal customer,39,Business travel,Business,3361,5,5,5,5,1,5,2,3,3,3,3,4,3,5,0.0,25.0,Satisfied,0,Adult
98720,Male,Loyal customer,66,Personal travel,Eco plus,951,3,2,3,3,4,3,4,4,3,4,3,4,2,4,0.0,0.0,Neutral or dissatisfied,0,Senior
18926,Female,Loyal customer,64,Personal travel,Eco,448,3,4,3,3,5,5,5,5,5,3,5,4,5,4,0.0,11.0,Neutral or dissatisfied,0,Senior
108473,Female,Loyal customer,44,Personal travel,Eco,1444,3,3,3,4,4,1,2,3,3,3,3,5,3,5,15.0,24.0,Neutral or dissatisfied,0,Middle Age
121236,Female,Disloyal customer,34,Business travel,Business,2075,2,2,2,4,2,2,2,2,3,3,5,4,5,2,0.0,7.0,Neutral or dissatisfied,0,Adult
83699,Male,Loyal customer,59,Personal travel,Eco,577,4,2,4,2,3,4,3,3,3,1,2,3,3,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
63656,Female,Loyal customer,58,Business travel,Business,2846,3,3,3,3,5,5,5,4,3,3,4,5,5,5,0.0,0.0,Satisfied,0,Middle Age
103391,Male,Loyal customer,40,Business travel,Business,3106,4,4,4,4,4,5,4,4,4,4,4,5,4,3,0.0,0.0,Satisfied,0,Adult
70734,Female,Loyal customer,7,Personal travel,Eco,675,2,5,2,2,5,2,5,5,5,5,5,3,4,5,0.0,10.0,Neutral or dissatisfied,0,Young
38540,Male,Disloyal customer,40,Business travel,Eco,2586,3,3,3,3,1,3,1,1,4,1,4,1,4,1,1.0,0.0,Neutral or dissatisfied,0,Adult
54563,Female,Disloyal customer,31,Business travel,Eco plus,925,1,1,1,3,2,1,2,2,4,2,2,2,2,2,30.0,23.0,Neutral or dissatisfied,1,Adult
81226,Female,Loyal customer,32,Business travel,Eco plus,1426,5,2,3,3,5,5,5,5,2,3,5,1,1,5,25.0,32.5,Satisfied,1,Adult
53345,Female,Loyal customer,24,Business travel,Business,1452,5,5,1,5,3,3,3,3,4,4,3,1,2,3,0.0,0.0,Satisfied,0,Young
126615,Female,Loyal customer,51,Personal travel,Eco,1337,2,5,2,1,5,4,5,2,2,2,2,4,2,3,10.0,0.0,Neutral or dissatisfied,0,Middle Age
59470,Female,Loyal customer,45,Business travel,Business,758,4,4,4,4,4,5,5,5,5,5,5,3,5,4,0.0,3.0,Satisfied,0,Middle Age
6520,Female,Loyal customer,37,Business travel,Business,199,1,5,5,5,1,1,1,3,1,3,4,1,3,1,30.0,32.5,Neutral or dissatisfied,1,Adult
123075,Male,Disloyal customer,15,Business travel,Eco,631,2,5,1,2,2,1,2,2,4,2,4,4,4,2,4.0,0.0,Neutral or dissatisfied,0,Young
128336,Male,Loyal customer,40,Business travel,Business,3275,3,3,3,3,4,4,4,4,4,4,4,3,4,4,30.0,32.5,Satisfied,1,Adult
122302,Female,Loyal customer,27,Personal travel,Eco,603,1,5,1,2,3,1,3,3,4,3,5,5,5,3,0.0,0.0,Neutral or dissatisfied,0,Adult
48930,Female,Loyal customer,38,Business travel,Business,3357,1,1,1,1,1,1,4,5,5,5,5,5,5,4,0.0,0.0,Satisfied,0,Adult
83773,Female,Loyal customer,68,Personal travel,Eco,926,1,4,1,4,1,4,3,3,3,1,3,2,3,1,26.0,31.0,Neutral or dissatisfied,1,Senior
81495,Male,Loyal customer,53,Personal travel,Eco,528,1,5,1,2,3,1,3,3,3,2,5,3,5,3,0.0,3.0,Neutral or dissatisfied,0,Middle Age
48428,Male,Loyal customer,44,Business travel,Eco,833,2,1,1,1,2,2,2,2,2,5,2,4,1,2,0.0,12.0,Satisfied,0,Middle Age
128889,Female,Loyal customer,40,Business travel,Business,2454,5,5,5,5,4,4,4,5,4,5,4,4,5,4,0.0,0.0,Satisfied,0,Adult
45256,Male,Loyal customer,50,Business travel,Business,584,1,1,1,1,2,3,3,1,1,1,1,1,1,2,0.0,0.0,Neutral or dissatisfied,0,Middle Age
104221,Male,Disloyal customer,37,Business travel,Eco,680,4,3,3,3,5,3,5,5,2,1,3,1,4,5,0.0,0.0,Neutral or dissatisfied,0,Adult
116154,Male,Loyal customer,64,Personal travel,Eco,446,4,5,4,4,1,4,2,1,3,3,5,3,4,1,30.0,29.0,Neutral or dissatisfied,1,Senior
38553,Male,Loyal customer,57,Personal travel,Eco,2475,3,4,3,1,1,3,1,1,5,4,4,5,4,1,0.0,0.0,Neutral or dissatisfied,0,Middle Age
9314,Male,Loyal customer,16,Business travel,Business,419,5,5,5,5,5,5,5,5,5,3,4,3,4,5,0.0,0.0,Satisfied,0,Young
63308,Male,Loyal customer,52,Business travel,Business,2657,1,1,5,1,4,4,4,5,5,5,5,5,5,5,0.0,0.0,Satisfied,0,Middle Age
87105,Male,Loyal customer,59,Personal travel,Eco,645,2,2,2,3,1,2,1,1,2,3,2,2,3,1,0.0,0.0,Neutral or dissatisfied,0,Middle Age
58914,Female,Loyal customer,51,Personal travel,Eco,888,4,4,5,4,1,3,3,3,3,5,3,2,3,3,0.0,7.0,Neutral or dissatisfied,0,Middle Age
13302,Female,Loyal customer,49,Personal travel,Eco plus,657,1,5,1,3,2,4,4,2,2,1,2,3,2,2,0.0,0.0,Neutral or dissatisfied,0,Middle Age
117105,Female,Disloyal customer,39,Business travel,Eco,251,3,1,3,3,2,3,2,2,1,3,3,4,3,2,30.0,32.5,Neutral or dissatisfied,1,Adult
81202,Female,Loyal customer,51,Business travel,Business,1426,4,4,4,4,3,4,5,3,3,3,3,4,3,5,0.0,9.0,Satisfied,0,Middle Age
77331,Female,Disloyal customer,30,Business travel,Business,590,1,1,1,3,2,1,4,2,3,2,4,4,5,2,4.0,0.0,Neutral or dissatisfied,0,Adult
70318,Male,Loyal customer,63,Business travel,Eco,1501,2,5,5,5,2,2,2,2,1,5,2,2,3,2,0.0,0.0,Neutral or dissatisfied,0,Senior
25593,Female,Loyal customer,9,Personal travel,Eco,696,1,4,1,2,2,1,2,2,5,5,4,5,5,2,11.0,23.0,Neutral or dissatisfied,0,Young
73131,Female,Loyal customer,51,Business travel,Business,1068,5,5,5,5,5,5,5,3,3,3,3,5,3,3,19.0,32.5,Satisfied,1,Middle Age
11609,Male,Loyal customer,57,Personal travel,Eco,657,3,4,3,4,2,3,2,2,3,4,2,5,3,2,24.0,25.0,Neutral or dissatisfied,1,Middle Age
14924,Male,Loyal customer,43,Business travel,Eco plus,296,4,4,4,4,4,4,4,4,5,3,2,2,5,4,1.0,0.0,Satisfied,0,Middle Age
28233,Male,Loyal customer,26,Business travel,Business,1009,3,1,1,1,3,3,3,3,1,1,4,3,3,3,0.0,0.0,Neutral or dissatisfied,0,Adult
126134,Male,Loyal customer,36,Business travel,Business,3981,3,3,5,3,3,4,4,4,4,4,4,5,4,5,0.0,9.0,Satisfied,0,Adult
101124,Female,Loyal customer,41,Business travel,Business,1069,2,2,2,2,2,4,4,5,5,5,5,3,5,3,6.0,0.0,Satisfied,0,Middle Age
75860,Female,Loyal customer,62,Personal travel,Eco,1440,3,4,3,1,3,5,4,4,4,3,4,3,4,5,27.0,16.0,Neutral or dissatisfied,1,Senior
128986,Male,Disloyal customer,8,Personal travel,Eco,236,1,5,1,4,1,1,1,1,5,3,4,4,5,1,0.0,0.0,Neutral or dissatisfied,0,Young
91322,Female,Loyal customer,16,Business travel,Eco plus,515,2,1,5,1,2,2,2,2,1,5,4,2,4,2,8.0,4.0,Neutral or dissatisfied,0,Young
73768,Male,Loyal customer,59,Personal travel,Eco,192,5,5,5,3,5,5,5,5,5,4,4,3,5,5,4.0,0.0,Satisfied,0,Middle Age
5254,Male,Loyal customer,39,Business travel,Business,2513,1,1,1,1,2,4,5,5,5,5,5,4,5,3,0.0,0.0,Satisfied,0,Adult
39524,Male,Loyal customer,53,Personal travel,Eco,852,2,4,2,1,1,2,1,1,3,4,4,3,5,1,0.0,0.0,Neutral or dissatisfied,0,Middle Age
1981,Male,Loyal customer,51,Personal travel,Eco,383,2,4,5,4,1,5,1,1,5,3,4,5,4,1,0.0,0.0,Neutral or dissatisfied,0,Middle Age
12907,Female,Loyal customer,30,Business travel,Business,2045,2,2,2,2,5,5,5,5,5,1,1,4,2,5,0.0,0.0,Satisfied,0,Adult
